"name","city","country","state","industry_id","website","description","logo_url","ticker"
"WINTRUST FINL","Lake Forest","US","IL","Commercial Banks","www.wintrust.com","Wintrust Financial Corporation is a multi-bank holding company providing community-based banking services in various suburbs of Chicago, Illinois.  The Banks provide a variety of commercial and personal financial services to individuals, businesses, local governmental units, and institutions.  Wintrust also has a financing services subsidiary and a trust subsidiary.","4633.png","WTFC"
"HUNTINGTON INGAL","Newport News","US","VA","Aerospace & Defense","www.huntingtoningalls.com","Huntington Ingalls Industries, Inc. (HII) designs, builds, and maintains nuclear and non-nuclear ships for the United States Navy and Coast Guard. The Company also provides after-market services for military ships worldwide. HII consists of two primary business divisions, Newport News Shipbuilding and Ingalls Shipbuilding.","2122.png","HII"
"BLACK DIAMOND IN","Salt Lake City","US","UT","Leisure Equipment & Products","www.blackdiamondequipment.com","Black Diamond, Inc. develops, manufactures and distributes technical outdoor equipment and lifestyle products for rock and ice climbers, alpinists, hikers, freeride skiers and outdoor enthusiasts and travelers.  The Company's products are sold through specialty and online retailers throughout the United States, Canada, Europe, Asia, South America, New Zealand and Africa.","10443.jpg","BDE"
"CO FOR COOPERATI","Riyadh","SA","","Insurance","www.ncci.com.sa","The Company for Cooperative Insurance is a multi-line insurance carrier.  The company offers automobile, marine, fire, medical, engineering, aviation, and casualty insurance.","5846.gif","TAWUNIYA"
"INFINIS ENERGY P","Northampton","GB","","Independent Power Producers & Energy Traders","www.infinis.com","Infinis Energy PLC is an independent renewable energy generator in the United Kingdom. The Company and its subsidiaries generate electricity from landfill gas, onshore wind and hydro.","5502.jpg","INFI"
"MONDELEZ INTER-A","Deerfield","US","IL","Food Products","www.mondelezinternational.com","Mondelez International Inc. is a food and beverage company.  The Company manufactures and markets packaged food products, including snacks, beverages, cheese, convenient meals and various packaged grocery products.  Mondelez International sells its products throughout the world.","138.png","MDLZ"
"NUTRECO NV","Amersfoort","NL","","Food Products","www.nutreco.com","Nutreco NV is active in animal nutrition and fish feed. The Company produces premixes and feed specialties for pigs, poultry,  ruminants and fish globally. They also operate in meat processing in Iberia.","2337.png","NUO"
"SHIONOGI & CO","Osaka","JP","OS","Pharmaceuticals","www.shionogi.co.jp","Shionogi & Company Ltd., is a pharmaceutical company. The Company develops prescription & over-the-counter drugs and diagnostics.","1520.png","4507"
"ALGONQUIN POWER","Oakville","CA","ONT","Independent Power Producers & Energy Traders","www.algonquinpower.com","Algonquin Power & Utilities Corp. owns and has interests in a diverse portfolio of renewable power generation and sustainable infrastructure assets across North America. The Company's interests include renewable energy facilities, thermal energy facilities, and water distribution and waste-water facilities.","5394.png","AQN"
"WOORI FINANCE","Seoul, Korea","KR","","Commercial Banks","www.woorifg.com","Woori Finance Holdings Co., Ltd. is a holding company of Woori Bank, Kwangju Bank, Kyongnam Bank, and Woori Credit Card.  The Company manages and controls its financial subsidiaries.","982.png","053000"
"EVERBANK FINANCI","Jacksonville","US","FL","Thrifts & Mortgage Finance","www.everbank.com","EverBank Financial Corporation provides a full range of commercial banking services for retail and business customers. The Company offers demand deposits, money market accounts, time deposits, residential mortgage loans, internet banking services, and managing escrow funds. EverBank Financial serves customers throughout the United States.","2866.png","EVER"
"MANULIFE HOLDING","Kuala Lumpur","MY","#N/A Field Not Applicable","Insurance","www.manulife.com.my","Manulife Holdings Bhd. underwrites and markets life insurance and general insurance through home service and agency operations. The Company also provides money lending, hire purchase, property rental and management, computer consultancy, and nominee services.","14272.png","MHBS"
"ZHAOJIN MINING-H","Shandong Province","CN","","Metals & Mining","www.zhaojin.com.cn","Zhaojin Mining Industry Company Ltd. explores, mines, and produces gold.  The Company holds interest in properties in eastern China.","4584.png","1818"
"BAJAJ CORP LTD","Rajasthan","IN","#N/A Field Not Applicable","Personal Products","www.bajajcorp.com","Bajaj Corp Ltd. develops and manufactures a wide range of hair care products. The Company offers a wide range of hair oils for different hair types.","9976.png","BJCOR"
"AIR LIQUIDE SA","Paris Cedex","FR","","Chemicals","www.airliquide.com","Air Liquide SA, through its subsidiaries, produces, markets, and sells industrial and healthcare gases worldwide.  These gases include liquid nitrogen, argon, carbon dioxide, and oxygen.  The Company also produces welding equipment, diving equipment, and technical-medical equipment.  Air Liquide sells its products throughout Europe, the United States, Canada, Africa, and Asia.","209.png","AI"
"LPL FINANCIAL HO","Boston","US","MA","Capital Markets","www.lpl.com","LPL Financial Holdings, Inc. offers technology, brokerage and investment advisory services through business relationships with all types of financial advisors. Through proprietary technology, custody and clearing platforms, the Company offers access to financial products and services that enable them to provide financial advice and brokerage services to retail investors.","2035.jpg","LPLA"
"TANGSHAN SANYO-A","Tangshan, Hebei","CN","","Chemicals","www.sanyou-chem.com.cn","Tangshan Sanyou Chemical Industries Co., Ltd. manufactures and markets basic chemical products, including soda ash, food additives, and other related products.  The Company also operates in import/export trading.","4838.png","600409"
"PENGROWTH ENERGY","Calgary","CA","ALTA","Oil, Gas & Consumable Fuels","www.pengrowth.com","Pengrowth Energy Corp. is an oil and gas operating company.  The Company has assets located accross the Western Canadian Sedimentary Basin and offshore Nova Scotia.  Pengrowth has business units in light oil, heavy oil, conventional gas, shallow and unconventional gas, offshore gas, and oil sands.","2347.png","PGF"
"GLOBAL PARTNERS","Waltham","US","MA","Oil, Gas & Consumable Fuels","www.globalp.com","Global Partners LP owns, controls or has access to a terminal network of refined petroleum products in New England, located in the United States.  The Company is a wholesale distributor of distillates such as home heating oil, gasoline, and residual oil.  Global Partners serves wholesalers, retailers, and commercial customers.","5758.jpg","GLP"
"SHOUGANG INTL EN","Wan Chai","HK","#N/A Field Not Applicable","Metals & Mining","www.shougang-intl.com.hk","Shougang Concord International Enterprises Company Limited operates in various industries. The Company's operations are segregated into steel manufacturing, mineral exploration and commodity trading.","9945.png","697"
"BRITISH AMERICAN","Harare","ZW","#N/A Field Not Applicable","Tobacco","www.bat.com","British American Tobacco Zimbabwe (Holdings) Limited manufactures and distributes tobacco products.","14527.png","BAT"
"L'OCCITANE INTL","Luxembourg","LU","","Specialty Retail","www.loccitane.com","L'Occitane International S.A. is a global, natural and organic ingredient based cosmetics and well-being products enterprise.  The Company designs, manufactures and markets a wide range of cosmetics and well-being products based on natural and organic ingredients sourced principally from or near Provence.","2346.png","973"
"ROHM CO LTD","Kyoto","JP","KT","Semiconductors & Semiconductor Equipment","www.rohm.co.jp","ROHM COMPANY LIMITED manufactures custom linear integrated circuits and semi- conductor devices for use primarily in consumer electronics.  The Company has plants and sales offices worldwide.  Rohm's subsidiaries include Wako Electric and Apollo Electronics.","1912.png","6963"
"SEVEN BANK LTD","Tokyo","JP","TK","Commercial Banks","www.sevenbank.co.jp","Seven Bank, Ltd. provides banking services mainly through Automated Teller Machine (ATM) across Japan. The bank cooperates with affiliated financial institutions to establish the nationwide ATM network and provide remote banking services, including deposits and loans.","2103.gif","8410"
"VOSSLOH AG","Werdohl","DE","","Machinery","www.vossloh.com","Vossloh AG manufactures and markets railroad equipment.  The Company produces rail fasteners, rail switch systems, diesel locomotives, and locomotive components.  Vossloh also offers rail construction, maintenance services, electrical systems for trains, and train protection and warning equipment.  The Company operates worldwide.","5490.png","VOS"
"PROGRESSIVE CORP","Mayfield Village","US","OH","Insurance","www.progressive.com","The Progressive Corporation is an insurance holding company. The Company, through its subsidiaries, provide personal and commercial automobile insurance and other specialty property-casualty insurance and related services throughout the United States.","596.png","PGR"
"CF INDUSTRIES HO","Deerfield","US","IL","Chemicals","www.cfindustries.com","CF Industries Holdings, Inc. manufactures and distributes nitrogen and phosphate fertilizer products globally. The Company's principal products in the nitrogen segment are ammonia, urea, urea ammonium nitrate solution, ammonium nitrate, diesel exhaust fluid and aqua ammonia. The principal products in the phosphate segment are diammonium phosphate and  monoammonium phosphate.","723.jpg","CF"
"HCA HOLDINGS INC","Nashville","US","TN","Health Care Providers & Services","www.hcahealthcare.com","HCA Holdings, Inc. operates hospitals.  The Company operates acute care hospitals, outpatient facilities, clinics and other patient care delivery settings.  HCA operates hospitals in the United States and the United Kingdom.","465.jpg","HCA"
"MAYBANK KIM ENG","Patum Wan, Bangkok","TH","#N/A Field Not Applicable","Capital Markets","www.kimeng.co.th","Maybank Kim Eng Securities Thailand PCL is a securities brokerage firm, offering a wide range of investment and securities services.","10463.jpg","MBKET"
"AXIATA GROUP BER","Kuala Lumpur","MY","","Wireless Telecommunication Services","axiata.com","Axiata Group Berhad is a telecommunication company.  The Company's main activities is the establishment, maintenance, and provision of telecommunications and related services.","551.png","AXIATA"
"TAMINCO CORP","Allentown","US","PA","Chemicals","www.taminco.com","Taminco Corporation is a producer of alkylamines and alkylamine derivatives.  The Company's products are used by manufacturers of everyday products primarily for the agriculture, water treatment, personal & home care, animal nutrition and oil & gas end-markets.","5382.png","TAM"
"BABCOCK INTL GRP","London","GB","","Commercial Services & Supplies","www.babcock.co.uk","Babcock International Group plc offers support services to public sector institutions.  The Company offers facilities management, training, and support services to defense, rail transportation, marine, and other public sector organizations.  Babcock serves customers in Europe, Africa, and North America.","1543.png","BAB"
"UNITED BANK LTD","Karachi","PK","","Commercial Banks","www.ubl.com.pk","United Bank Ltd. provides commercial banking and related services. The Bank offers a wide range of banking and financial services, including brokerage services.","5308.png","UBL"
"ORBITZ WORLDWIDE","Chicago","US","IL","Internet & Catalog Retail","www.orbitz.com","Orbitz Worldwide, Inc. offers travel services over the Internet.  The Company's website offers air, hotel, vacation package, car rental, cruise, travel insurance, ground transportation, event ticket, and tour bookings.","6018.png","OWW"
"SWEDISH MATCH AB","Stockholm","SE","","Tobacco","www.swedishmatch.com","Swedish Match AB manufactures and markets smokeless tobacco products. The Company's products include snus, moist snuff, and chewing tobacco. Swedish Match also manufactures and markets machine made cigars, as well as matches and lighters.","1702.png","SWMA"
"CHICONY POWER TE","Taipei","TW","#N/A Field Not Applicable","Electrical Equipment","","Chicony Electronics is a manufacturer and marketer in input devices, keyboards, mice and power supplies, also in digital image products and modules such as PCCs, and camera modules.","9533.png","6412"
"KEPPEL LAND LTD","Singapore","SG","","Real Estate Management & Development","www.keppelland.com.sg","Keppel Land Limited is the property arm of the Keppel Group. The Company focuses on a two-pronged strategy of property development for sale and  property fund management. Its portfolio of properties includes commercial buildings, residential developments, mixed-use properties and large-scale townships.","2083.png","KPLD"
"LARSEN & TOUBRO","Mumbai","IN","","Construction & Engineering","www.larsentoubro.com","Larsen & Toubro Ltd manufactures engineering equipment, undertakes large scale engineering projects, and acts as the Indian representative for a number of overseas manufacturers of heavy machinery. The Company's products include bulldozers, road rollers, dairy machinery, chemical and pharmaceutical plants, switchgears, food processing machinery and feed milling plants.","597.png","LT"
"INFOTECH ENT","Madhapur Hyderabad","IN","#N/A Field Not Applicable","Software","www.infotech-enterprises.com","Infotech Enterprises Limited operates as a total software solutions provider. The Group offers services in the areas of CAD/GIS, technical and business soft- ware, and in developing Intranet and Internet fields.  The Group supplies its services to the global markets, including those of North America, Asia Pacific, Europe and India.","9888.jpg","INFTC"
"PERSISTENT SYS","Pune","IN","#N/A Field Not Applicable","IT Services","www.persistentsys.com","Persistent Systems Limited offers outsourced software product development. The Company offer services that include testing, support, and professional services.","9792.png","PSYS"
"SABIC","Riyadh","SA","","Chemicals","www.sabic.com","Saudi Basic Industries Corporation (SABIC) manufactures chemicals and steel. The Company produces methanol, ethylene, propylene, benzene, toluene, xylene, industrial gases, thermoplastic resins, polyester, melamine, urea fertilizers, and long and flat hot and cold rolled steel products.","82.png","SABIC"
"CHAROEN POK FOOD","Bangkok","TH","","Food Products","www.cpfworldwide.com","Charoen Pokphand Foods Public Company Limited produces a wide range of food products. The Company's products include chicken, pork, shrimp, fish, eggs. and duck.","1643.png","CPF"
"AMBEV SA","Itaim Bibi","BR","","Beverages","www.ambev.com.br","Ambev SA primary business is the production and distribution of beer. The Company also operates in the soft drinks and non-alcoholic and non-carbonated businesses with proprietary brands. Ambev has exclusive bottler and distributor rights for Pepsi CSD products in Brazil.","53.png","ABEV3"
"ENTERGY CORP","New Orleans","US","LA","Electric Utilities","www.entergy.com","Entergy Corporation is an integrated energy company that is primarily focused on electric power production and retail electric distribution operations. The Company delivers electricity to utility customers in Arkansas, Louisiana, Mississippi, and Texas. Entergy also owns and operates nuclear plants in the northern United States","856.png","ETR"
"MITSUI OSK LINES","Minato-Ku","JP","TK","Marine","www.mol.co.jp","Mitsui O.S.K. Lines, Ltd. provides marine transportation, warehousing, and cargo handling services.  The Company operates container ship, specialized carrier, oil tankers, and ferry.  Items transported include coal, iron ore, grain, logs, aluminum, cement, industrial salt, copper ore, wood chips, paper products, chem- ical products, gasoline and other petroleum products, LPG, and other cargoes.","1856.png","9104"
"SOCO INTL PLC","London","GB","","Oil, Gas & Consumable Fuels","www.socointernational.co.uk","SOCO International plc is a European oil and gas exploration and production company.  The Company has operating activities in Vietnam, Thailand, Republic of Congo (Brazzaville), Democratic Republic of Congo (Kinshasa) and Angola. SOCO operates through licensing agreements and contracts with companies and organizations within their areas of coverage.","2840.png","SIA"
"CLEAR CHANNEL-A","San Antonio","US","TX","Media","www.clearchanneloutdoor.com","Clear Channel Outdoor Holdings, Inc. is an advertising company. The Company offers advertising opportunities through billboards, street furniture displays, transit displays, and other out-of-home advertising displays.","2351.png","CCO"
"NATION MEDIA GRP","Nairobi","KE","","Media","www.nationmedia.com","Nation Media Group Limited is a media company. The group has operations in publishing, printing and newspaper distribution as well as in television and radio broadcasting. Nation Media Group has subsidiaries in Tanzania and Uganda, and also publishes magazines for the East African region.","6083.jpg","NMG"
"FREEPORT-MCMORAN","Phoenix","US","AZ","Metals & Mining","www.fcx.com","Freeport-McMoRan Copper & Gold Inc., is an international natural resources company with headquarters in Phoenix, Arizona.  The Company operates large, long-lived, geographically diverse assets with significant reserves of copper, gold, molybdenum, cobalt, oil and gas.","262.png","FCX"
"LG FASHION CORP","Gangnam-Gu Seoul","KR","","Textiles, Apparel & Luxury Goods","www.lgfashion.co.kr","LG Fashion Corp. is a fashion clothing company and was spun off from LG International Corp. in 2006.  The company imports and distributes famous foreign brands into Korea.  The company's lines of business include men's/women's apparel, accessories and sports wear.","5816.png","093050"
"ORACLE CORP JPN","Tokyo","JP","TK","Software","www.oracle.co.jp","ORACLE CORPORATION JAPAN sells a variety of software, including database management system software, application development tools, decision-making support tools, and business related applications.  The Company also provides support services for users.","1935.png","4716"
"SRI LANKA TELECO","Colombo","LK","#N/A Field Not Applicable","Diversified Telecommunication Services","www.slt.lk","Sri Lanka Telecom PLC operates a telecommunications company, which specializes within the South Asian region. The Group provides domestic and international telephone coverage, voice mail, fax and telex messages, Internet  and e-mail services, and an expanding cellular network.","9936.png","SLTL"
"GOLDMAN-CONNECT","","US","#N/A Field Not Applicable","","www.goldmansachs.com","Goldman Sachs Connect S&P GSCI Enhanced Commodity Total Return Strategy Index ETN is an exchange-traded note issued in the USA. The Notes will provide investors with a cash payment at the scheduled maturity or early redemption, based on the performance of its underlying index, the S&P GSCI Enhanced Commodity Total Return Strategy Index.","14619.png","GSC"
"LEVEL 3 COMM INC","Broomfield","US","CO","Diversified Telecommunication Services","www.level3.com","Level 3 Communications, Inc. is an integrated communications network company that provides Internet Protocol and data services, content distribution services, colocation services, and softswitch and voice services.","1621.png","LVLT"
"BLACKSTONE/GSO L","","US","NY","","www.blackstone-gso.com","Blackstone/GSO Long-Short Credit Income Fund is a closed-end investment company incorporated in the USA. The Fund will seek to achieve its investment objectives by employing a dynamic long and short strategy in a diversified portfolio of loans and fixed-income instruments of  U.S. corporate issuers, including senior loans, subordinated loans, and high-yield corporate debt.","14276.png","BGX"
"KS ENERGY","Singapore","SG","#N/A Field Not Applicable","Trading Companies & Distributors","www.ksenergy.com.sg","KS Energy Limited is an energy services provider to the global oil and gas (""O&G""), marine and petrochemical industries. The Company's core activities are distribution of parts components, capital equipment charter and provision of drilling and rig management services.","14348.png","KST"
"ANDERSONS INC","Maumee","US","OH","Food & Staples Retailing","www.andersonsinc.com","The Andersons, Inc. merchandises grain, operates grain elevator facilities, distributes wholesale agricultural fertilizer, and distributes agricultural inputs to dealers and farmers.  The Company also manufactures lawn fertilizer and corncob-based products, and purchases, sells, repairs, and leases railcars. In addition, The Andersons operates retail stores and a distribution center.","5113.jpg","ANDE"
"ISRAEL CORP LTD","Tel Aviv","IL","","Chemicals","www.israelcorp.com","The Israel Corporation Ltd. is a holding company with investments in the shipping, oil refining, chemicals, construction, electronics, beverages, and other industries.","2104.gif","ILCO"
"RESOLUTE FOREST","Montreal","CA","PQ","Paper & Forest Products","www.resolutefp.com","Resolute Forest Products manufactures newsprint, coated and uncoated groundwood papers, bleached kraft pulp, and lumber products.  The Company owns and operates pulp and paper mills, a coating operation, and sawmills in North America.","5334.png","RFP"
"FLIGHT CENTRE TR","Brisbane","AU","QNSL","Hotels, Restaurants & Leisure","www.flightcentre.com.au","Flight Centre Travel Group Ltd operates as a retail travel agency in Australia. The Company operates close to 1200 outlets throughout Australia and internationally including New Zealand, Hong Kong, South Africa, Canada and the United Kingdom. The Company's agencies and brands include Flight Centre, Travel Associates and Student Flights.","2054.png","FLT"
"TRUSTCO BANK NY","Glenville","US","NY","Thrifts & Mortgage Finance","www.trustcobank.com","TrustCo Bank Corp NY is the holding company for Trustco Bank, National Association.  The Bank operates banking offices and automated teller machines in Albany, Columbia, Greene, Rensselaer, Saratoga, Schenectady, Schoharie, Warren, and Washington counties, New York.  TrustCo provides a wide range of personal and business banking services, including trust services.","10408.png","TRST"
"FOSUN INTL","Shanghai","CN","","Metals & Mining","www.fosun.com","Fosun International operates diversified businesses.  The Company manufactures steel, develops property, manufactures pharmaceuticals, and holds interests in retailers, financial services providers, and gold and iron mining.","1717.png","656"
"QUAD GRAPHICS IN","Sussex","US","WI","Commercial Services & Supplies","www.qg.com","Quad Graphics, Inc. is a commercial printing company with image centers and photography studios nationwide and plants across the country. The Company offers data and strategy services, graphic design, imaging solutions, print production, mailing and distribution services, and workflow solutions. Quad Graphics operates worldwide.","5520.jpg","QUAD"
"AUST AND NZ BANK","Melbourne","AU","VICT","Commercial Banks","www.anz.com","Australia and New Zealand Banking Group Limited is an international bank with activities in general banking, mortgage and installment lending, life insurance, leasing, hire purchase and general finance.  ANZ also provides international and investment banking, investment and portfolio management and advisory services, nominee and custodian services, stock broking and executor and trustee services.","97.png","ANZ"
"DANAHER CORP","Washington","US","DC","Industrial Conglomerates","www.danaher.com","Danaher Corporation designs, manufactures and markets professional, medical, industrial and commercial products and services in the sectors of test and measurement, environmental, life sciences, dental, and industrial technologies.","168.png","DHR"
"BROOKFIELD OFFIC","New York","US","NY","Real Estate Management & Development","www.brookfieldproperties.com","Brookfield Office Properties, Inc. owns, develops, and manages office properties.  The Company owns office buildings in the United States, Canada and Australia.","954.png","BPO"
"ANALOGIC CORP","Peabody","US","MA","Health Care Equipment & Supplies","www.analogic.com","Analogic Corporation designs, manufactures, and sells standard and customized high-precision data acquisition, signal, and imaging processing based medical imaging and industrial systems and subsystems.  The Company sells to original equipment manufacturers, and its products are put into systems used in medical, industrial, and scientific applications.","5604.png","ALOG"
"SWIFT TRANSPORTA","Phoenix","US","AZ","Road & Rail","www.swifttrans.com","Swift Transportation Co. provides transportation and logistics services. The Company offers dry van, dedicated, temperature controlled, flat bed, cross border, and intermodal transport services. Swift also provides customs brokerage services. Swift serves customers throughout the United States and Mexico.","2371.gif","SWFT"
"VOPAK","Rotterdam","NL","","Oil, Gas & Consumable Fuels","www.vopak.com","Koninklijke Vopak NV is an independent tank terminal operator. The Company provides conditioned storage facilities for bulk liquids such as oil products, gaseous chemicals, petrochemicals, biofuels and vegetable oils.","1544.png","VPK"
"OBAYASHI CORP","Minato-Ku","JP","TK","Construction & Engineering","www.obayashi.co.jp","OBAYASHI CORPORATION is a general contractor operating nationwide and overseas. The Company builds commercial, residential, institutional buildings with earthquake-resistant technology.  Obayashi also performs civil engineering works for such as railroads.  The Company, through its subsidiaries, operates real estate, golf course, and financial businesses.","2190.png","1802"
"BRIGHT DAIRY-A","Shanghai","CN","","Food Products","www.brightdairy.com","Bright Dairy & Food Co., Ltd. processes and sells milk and other dairy products. The Company's products include liquid milk, milk powder, yogurt, cheese, and juice. Shanghai Bright operates the Shanghai Kedi Convenience Store.","1984.jpg","600597"
"QUALYS INC","Redwood City","US","CA","Software","www.qualys.com","Qualys Inc. provides information technology security risk and compliance management solutions. The Company offers products for vulnerability management, policy compliance, web application scanning, malware detection, and associated security products. Qualys conducts business in the United States.","5990.jpg","QLYS"
"COROMANDEL INTER","Secunderabad","IN","","Chemicals","www.coromandel.biz","Coromandel International Ltd. manufactures fertilizers and pesticides.  The Company produces both chemical and organic fertilizers, insecticides, fungicides, herbcides, and plant biostimulant.","5715.png","CRIN"
"ROUSE PROPER","New York","US","NY","Real Estate Investment Trusts (REITs)","www.rouseproperties.com","Rouse Properties, Inc. is a publicly traded real estate investment trust that owns and manages dominant malls in protected or population dense markets with a geographically diverse portfolio that spans the United States.","5491.gif","RSE"
"BANK OF CYPRUS","Nicosia","CY","#N/A Field Not Applicable","Commercial Banks","www.bankofcyprus.com","Bank of Cyprus Public Co Ltd offers directly, or through subsidiary companies, banking, insurance and other financial services. The Company operates in Cyprus, Greece,the United Kingdom, Australia, Romania, Russia and the Channel Islands. It offers retail, corporate and investment banking, private banking, factoring, leasing, life and general insurance, brokerage, mutual funds management.","9907.png","BOCY"
"AP MOELLER-B","Copenhagen","DK","","Marine","www.maersk.com","A.P. Moeller-Maersk A/S is a conglomerate with diversified holdings. The Company's fleet includes container vessels, tankers, supply ships, special vessels, and oil drilling rigs.  A.P. Moeller-Maersk also operates industrial, and supermarket businesses, and explores for and produces oil and gas. The Company is active worldwide.","208.png","MAERSKB"
"PRISA - A","Madrid","ES","#N/A Field Not Applicable","Media","www.prisa.com","Promotora de Informaciones S.A. (Prisa) is a Spanish media company.  The Company publishes the newspapers El Pais, Cinco Dias, and AS, and the magazines La Mirada, Cinemania, and Claves de Razon Practica, prints books and commercial brochures, operates radio stations, operates music recording and publishing businesses, and purchases advertising on behalf of clients.","9872.png","PRS"
"PERSIMMON","York","GB","","Household Durables","www.persimmonhomes.com","Persimmon plc designs, builds and develops residential housing.  The Company has regional branches in Yorkshire, the North East and North West, Scotland, the Midlands, Anglia, Wessex, Thames Valley, the South East, South Coast, South West and Wales.","1774.png","PSN"
"STEEL AUTHORITY","New Delhi","IN","","Metals & Mining","www.sail.co.in","Steel Authority of India Limited is an integrated steel manufacturing company. The Company's products include pig iron, steel ingots, liquid steel, alloy steel, special steel, stainless steel, ferro alloys, ERW pipes, spirally welded pipes, and calcium ammonium nitrate.  The Government of India is currently a majority shareholder in the company.","1967.png","SAIL"
"SILICON GRAPHICS","Fremont","US","CA","Computers & Peripherals","www.sgi.com","Silicon Graphics International Corporation manufactures data servers. The Company produces data storages, computing servers, and infrastructure software. Silicon Graphics International serves customers worldwide.","9328.png","SGI"
"BLACK HILLS CORP","Rapid City","US","SD","Multi-Utilities","www.blackhillscorp.com","Black Hills Corporation is a diversified energy company.  The Company generates wholesale electricity, produce natural gas, oil and coal, and market energy. Black Hills serves customers in Colorado, Iowa, Kansas, Montana, Nebraska, South Dakota and Wyoming.","2775.png","BKH"
"WESTPORTS HOLDIN","Port Klang","MY","","Transportation Infrastructure","www.westportsmalaysia.com","Westports Holdings Berhad provides port services. The Company offers container and cargo services, marine services, rental services and other ancillary services. Westports provides its services to the import and export industries.","2569.png","WPRTS"
"PETRA DIAMONDS","St Helier Jersey","JE","","Metals & Mining","www.petradiamonds.com","Petra Diamonds Limited is a diamond mining group focused on the exploration and mining of diamonds in Africa. The Group has operations in Tanzania, South Africa and Botswana. Petra Diamonds supplies rough diamonds to the international market.","5833.png","PDL"
"PINNACLE WEST","Phoenix","US","AZ","Electric Utilities","www.pinnaclewest.com","Pinnacle West Capital Corporation is a utility holding company.  The Company, through its subsidiary, provides either retail or wholesale electric service to most of the State of Arizona. The Company, through a subsidiary, also is involved in real estate development activities in the western United States.","1760.png","PNW"
"PLATINUM CAPITAL","","AU","NS","","www.platinum.com.au","Platinum Capital Limited is an investment company incorporated in Australia. The objective of the Company is to seek long term capital growth.  The Company invests in potential growth companies within Australia and internationally which are undervalued by the market.  The Company's portfolio encompass a variety of sectors including telecommunications, gold, software and retail.","14607.png","PMC"
"GOOGLE INC-CL A","Mountain View","US","CA","Internet Software & Services","www.google.com","Google Inc. is a global technology company that provides a web based search engine through its website. The Company offers a wide range of search options, including web, image, groups, directory, and news searches.","3.png","GOOG"
"TOWER INTERNATIO","Livonia","US","MI","Auto Components","www.towerautomotive.com","Tower International Inc., is a integrated global manufacturer of engineered structural metal components and assemblies primarily serving automotive original equipment manufacturers, or OEMs. The Company offers a product portfolio, supplying body-structure stampings, frame and other chassis structures, as well as complex welded assemblies.","9326.gif","TOWR"
"CITIZEN HOLDINGS","Nishitokyo","JP","TK","Electronic Equipment, Instruments & Components","www.citizen.co.jp","Citizen Holdings Co., Ltd. produces and sells watches and machine tools. The Company specializes in the production of wrist watches, information equipment, electronic equipment, and industrial machinery and equipment. Citizen also sells jewelry and fashion glasses.","2660.png","7762"
"DBS GROUP HLDGS","Singapore","SG","","Commercial Banks","www.dbs.com","DBS Group Holdings Limited and its subsidiaries provide a variety of financial services.  The Company's services include mortgage financing, lease and hire purchase financing, nominee and trustee, funds management, corporate advisory and brokerage .  DBS Group also acts as the primary dealer in Singapore government securities.","289.png","DBS"
"TIME WARNER CABL","New York","US","NY","Media","www.timewarnercable.com","Time Warner Cable Inc. is a provider of video, high-speed data and voice services over broadband cable systems. The Company also provides networking and transport services, managed and outsourced information technology solutions, and cloud services.","239.png","TWC"
"AL-QURAIN PETROC","","KW","","Chemicals","www.qpic-kw.com","Al-Qurain Petrochemicals Company manufactures petrochemicals, plastics, and various chemicals.","5902.png","ALQURAIN"
"FIRST REPUBLIC B","San Francisco","US","CA","Commercial Banks","www.firstrepublic.com","First Republic Bank and its subsidiaries provide private banking, private business banking and private wealth management in urban, coastal markets in the U.S. First Republic delivers relationship-based service by providing a single point of contact for all of its services.","1644.png","FRC"
"ABB INDIA LTD","Bangalore","IN","","Electrical Equipment","www.abb.co.in","ABB India Limited undertakes engineering and construction projects and manufactures heavy engineering and industrial equipment. The Company undertakes projects in the field of energy production, power transmission, transportation, process automation and pollution control. ABB India's products include pollution control equipment, switch gears and high current rectifiers.","2696.png","ABB"
"3I GROUP PLC","London","GB","","Capital Markets","www.3igroup.com","3i Group plc is an international investor focused on private equity, infrastructure and debt management. The Company's investments are located across multiple continents through local investment teams in Europe, Asia and North America.","1766.png","III"
"LSI CORP","Milpitas","US","CA","Semiconductors & Semiconductor Equipment","www.lsilogic.com","LSI Corporation designs, develops, manufactures, and markets integrated circuits and storage systems.  The Company offers products and services for a variety of electronic systems applications that are marketed to original equipment manufacturers in the networking, telecommunications and wireless, computers, consumer products, and storage industries.","2053.jpg","LSI"
"BB-FI IMOB PROGR","","BR","#N/A Field Not Applicable","","www.caixa.com.br","BB FI Imobiliario Progressivo is a close end Fund incorporated in Brazil. The Fund's objective is to obtain long term capital appreciation. The Fund will invest in commercial real estate located in the south zone of the city of Brasilia-Brazil.","14283.png","BBFI11B"
"DAIICHI SANKYO","Tokyo","JP","TK","Pharmaceuticals","www.daiichisankyo.co.jp","DAIICHI SANKYO COMPANY, LIMITED is a holding company established through merger of Sankyo and Daiichi pharmaceutical.  The Group manufactures pharmaceuticals for human/veterinary use and medical tools and equipment.  It also researches and promotes products through related companies throughout the world.  The Group also produces food, food additives, livestock feeds, and agrochemicals.","752.png","4568"
"BANK OF SHARJAH","Sharjah","AE","","Commercial Banks","www.bankofsharjah.com","Bank of Sharjah attracts deposits and offers commercial banking services.  The Bank offers trade financing, securities brokerage, and financial consulting services.","5761.png","BOS"
